"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Plasma","EC","VEGFA","KDR",0.0042249553790127,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"B","EC","VEGFB","FLT1",0.00915511405628124,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"dPCT","EC","VEGFB","FLT1",0.0205427970757439,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"EC","EC","VEGFB","FLT1",0.00450821327542447,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"LOH-DCT","EC","VEGFB","FLT1",0.0122092254163369,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Mast","EC","VEGFB","FLT1",0.0141301116808301,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"MES","EC","VEGFB","FLT1",0.0304112833308439,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Mono-Mac","EC","VEGFB","FLT1",0.0147250774791871,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"PCT","EC","VEGFB","FLT1",0.02703747582731,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Plasma","EC","VEGFB","FLT1",0.0207275563846999,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"B","Mono-Mac","VEGFB","FLT1",0.000434190944873127,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"dPCT","Mono-Mac","VEGFB","FLT1",0.000985047975190494,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"EC","Mono-Mac","VEGFB","FLT1",0.000212855856066519,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"LOH-DCT","Mono-Mac","VEGFB","FLT1",0.000580740538896499,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Mast","Mono-Mac","VEGFB","FLT1",0.000673356011430738,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"MES","Mono-Mac","VEGFB","FLT1",0.00147237542921617,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Mono-Mac","Mono-Mac","VEGFB","FLT1",0.000702112025579804,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"PCT","Mono-Mac","VEGFB","FLT1",0.0013047109739485,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Plasma","Mono-Mac","VEGFB","FLT1",0.000994085898693779,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"EC","EC","VEGFC","FLT4",0.00183372370282515,0,"VEGFC_VEGFR3","VEGFC - VEGFR3","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"EC","EC","VEGFC","KDR",0.00994424801505305,0,"VEGFC_VEGFR2","VEGFC - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"MES","EC","PGF","FLT1",0.0318521210104498,0,"PGF_VEGFR1","PGF - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"MES","Mono-Mac","PGF","FLT1",0.00154431800214668,0,"PGF_VEGFR1","PGF - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"dPCT","EC","VEGFA","FLT1_KDR",0.00723452666865458,0,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
